"","ID","DOB","SEX","STATUS","NEUTER","ISTART","NSTART","IEND","NEND","HD","ED","CCL","LSA","MCT","OSA","HSA","PYO","UI","MC"
"638","GR595xy",2001-07-31,"Male","2 - 8 yr.",2006-07-31,NA,2011-06-16,NA,2011-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","GR268xx",2002-01-01,"Female","2 - 8 yr.",2007-01-02,NA,2010-05-24,NA,2011-03-21,NA,NA,NA,"40294",NA,NA,NA,NA,NA,NA
"640","GR269xx",1999-09-24,"Female","2 - 8 yr.",2004-09-26,2004-09-26,2004-09-26,2004-09-26,2007-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","GR270xx",2003-10-17,"Female","2 - 8 yr.",2008-10-20,2008-10-20,2008-10-20,2008-10-20,2008-10-20,NA,NA,NA,NA,NA,NA,NA,"39555",NA,NA
"642","GR296xy",2003-01-14,"Male","2 - 8 yr.",2008-01-18,NA,2008-01-30,NA,2008-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","GR271xx",2003-01-11,"Female","2 - 8 yr.",2008-01-18,NA,2008-04-15,NA,2008-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","GR272xx",1995-07-01,"Female","2 - 8 yr.",2000-07-21,2000-07-19,2000-07-21,2000-07-21,2000-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","GR596xy",1994-05-03,"Male","2 - 8 yr.",1999-05-25,NA,2006-04-21,NA,2006-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","GR297xy",1996-01-01,"Male","2 - 8 yr.",2001-01-24,2001-01-23,2001-01-24,2001-01-24,2001-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","GR273xx",1999-12-01,"Female","2 - 8 yr.",2005-01-06,2005-01-05,2005-01-06,2005-01-06,2010-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","GR549xx",1993-02-01,"Female","2 - 8 yr.",1998-03-11,NA,2003-06-18,NA,2003-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","GR274xx",2004-12-04,"Female","2 - 8 yr.",2010-01-12,NA,2010-06-17,NA,2011-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","GR298xy",1999-12-01,"Male","2 - 8 yr.",2005-01-26,2002-08-28,NA,2002-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","GR299xy",2003-08-25,"Male","2 - 8 yr.",2008-10-22,NA,2009-01-08,NA,2009-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","GR550xx",1991-04-23,"Female","2 - 8 yr.",1996-06-24,NA,2002-06-12,NA,2002-07-24,NA,NA,NA,NA,NA,"invalid",NA,NA,NA,NA
"653","GR275xx",2006-07-01,"Female","2 - 8 yr.",2011-09-29,NA,2012-08-16,NA,2012-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","GR300xy",1996-08-01,"Male","2 - 8 yr.",2001-11-03,2001-10-30,2001-11-03,2001-11-03,2001-11-07,NA,NA,NA,"37191",NA,NA,NA,NA,NA,NA
"655","GR301xy",1997-05-01,"Male","2 - 8 yr.",2002-08-13,NA,2003-05-12,NA,2003-05-13,"37753",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","GR302xy",1998-12-21,"Male","2 - 8 yr.",2004-04-11,NA,2004-08-04,NA,2004-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","GR276xx",2001-02-27,"Female","2 - 8 yr.",2006-07-01,2002-09-25,NA,2002-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","GR277xx",2002-06-17,"Female","2 - 8 yr.",2007-10-22,2006-10-16,2007-10-22,2007-10-22,2012-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","GR551xx",1995-10-01,"Female","2 - 8 yr.",2001-03-30,NA,2004-12-07,NA,2005-04-05,NA,NA,NA,NA,"38328",NA,NA,NA,NA,NA
"660","GR552xx",1991-10-01,"Female","2 - 8 yr.",1997-04-10,NA,2001-04-10,NA,2001-04-11,NA,NA,NA,"invalid",NA,NA,"invalid",NA,NA,NA
"661","GR278xx",2001-02-20,"Female","2 - 8 yr.",2006-09-01,2002-07-31,NA,2002-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","GR303xy",1996-05-30,"Male","2 - 8 yr.",2001-12-20,NA,2002-07-12,NA,2008-04-23,NA,NA,"38966",NA,"38336",NA,NA,NA,NA,NA
"663","GR279xx",2000-11-26,"Female","2 - 8 yr.",2006-06-21,NA,2008-08-24,NA,2008-08-24,NA,NA,"39600",NA,NA,NA,"39600",NA,NA,NA
"664","GR280xx",1993-11-11,"Female","2 - 8 yr.",1999-06-17,NA,2000-09-20,NA,2005-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38213"
"665","GR281xx",2000-04-01,"Female","2 - 8 yr.",2005-11-23,2002-05-13,2005-11-23,2005-11-23,2011-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","GR282xx",2001-10-27,"Female","2 - 8 yr.",2007-09-06,NA,2007-12-05,NA,2007-12-05,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"667","GR304xy",2001-07-01,"Male","2 - 8 yr.",2007-05-16,2007-05-15,2007-05-16,2007-05-16,2007-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","GR283xx",1999-01-01,"Female","2 - 8 yr.",2004-12-01,2001-06-21,NA,2004-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","GR305xy",1996-07-01,"Male","2 - 8 yr.",2002-06-20,NA,2002-07-02,NA,2007-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","GR284xx",2002-07-01,"Female","2 - 8 yr.",2008-06-29,NA,2009-01-28,NA,2012-08-14,NA,NA,NA,NA,"39753",NA,NA,NA,NA,NA
"671","GR553xx",1989-06-13,"Female","2 - 8 yr.",1995-06-13,NA,2000-07-03,NA,2000-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","GR306xy",2003-04-03,"Male","2 - 8 yr.",2009-04-08,NA,2010-04-08,NA,2010-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","GR307xy",2006-07-01,"Male","2 - 8 yr.",2012-07-06,NA,2012-12-11,NA,2012-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","GR285xx",2002-04-24,"Female","2 - 8 yr.",2008-05-13,2004-06-24,NA,2005-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","GR597xy",1995-01-09,"Male","2 - 8 yr.",2001-02-26,NA,2004-10-13,NA,2006-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","GR286xx",1999-03-21,"Female","2 - 8 yr.",2005-05-25,2005-05-24,2005-05-25,2005-05-25,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","GR287xx",1994-07-01,"Female","2 - 8 yr.",2000-09-06,NA,2001-10-17,NA,2001-10-18,"36861",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","GR288xx",2000-12-23,"Female","2 - 8 yr.",2007-03-08,NA,2009-06-17,NA,2011-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","GR598xy",1993-02-21,"Male","2 - 8 yr.",1999-05-10,NA,2002-09-24,NA,2004-06-11,NA,NA,NA,"37523",NA,NA,NA,NA,NA,NA
"680","GR289xx",1996-07-01,"Female","2 - 8 yr.",2002-09-25,2002-09-24,2002-09-25,2002-09-25,2002-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","GR290xx",2004-07-17,"Female","2 - 8 yr.",2010-10-13,2006-07-31,NA,2006-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","GR291xx",1997-09-01,"Female","2 - 8 yr.",2003-12-01,NA,2005-02-11,NA,2005-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","GR599xy",1993-12-15,"Male","2 - 8 yr.",2000-04-04,NA,2004-03-25,NA,2004-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","GR308xy",1993-04-01,"Male","2 - 8 yr.",1999-08-01,NA,2000-03-07,NA,2000-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","GR309xy",1993-01-01,"Male","2 - 8 yr.",1999-06-29,NA,2001-07-18,NA,2001-07-18,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","GR292xx",1996-07-01,"Female","2 - 8 yr.",2003-01-01,NA,2004-08-03,NA,2004-08-03,NA,NA,"38141",NA,NA,NA,NA,NA,NA,NA
"687","GR293xx",2003-02-01,"Female","2 - 8 yr.",2009-08-10,2008-10-23,NA,2008-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","GR555xx",2001-04-08,"Female","2 - 8 yr.",2007-11-13,NA,2011-04-06,NA,2011-07-27,NA,NA,NA,"40637",NA,NA,NA,NA,NA,NA
"689","GR294xx",2005-07-01,"Female","2 - 8 yr.",2012-02-08,2012-02-02,2012-02-08,2012-02-08,2012-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","GR310xy",1997-12-15,"Male","2 - 8 yr.",2004-09-01,NA,2004-10-07,NA,2004-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","GR311xy",1993-10-01,"Male","2 - 8 yr.",2000-06-29,NA,2001-06-27,NA,2001-09-08,NA,NA,NA,NA,NA,"invalid","invalid",NA,NA,NA
"692","GR295xx",1998-07-01,"Female","2 - 8 yr.",2005-05-15,NA,2005-05-16,NA,2005-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","GR601xy",1992-01-01,"Male","2 - 8 yr.",1998-12-03,NA,2002-02-19,NA,2003-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","GR296xx",2001-07-17,"Female","2 - 8 yr.",2008-07-19,NA,2008-12-01,NA,2009-03-03,NA,NA,NA,NA,"39722",NA,NA,NA,NA,NA
"695","GR602xy",1990-05-01,"Male","2 - 8 yr.",1997-05-27,NA,2002-04-04,NA,2002-04-29,NA,NA,NA,NA,"37319",NA,NA,NA,NA,NA
"696","GR297xx",1999-01-16,"Female","2 - 8 yr.",2006-03-13,2001-05-10,NA,2001-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","GR298xx",1996-01-01,"Female","2 - 8 yr.",2003-03-23,NA,2003-04-02,NA,2003-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","GR299xx",1991-10-16,"Female","2 - 8 yr.",1999-01-12,NA,2000-05-04,NA,2000-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","GR557xx",1999-10-01,"Female","2 - 8 yr.",2007-02-01,NA,2010-10-04,NA,2010-10-08,NA,NA,NA,NA,"40428",NA,NA,NA,NA,"38994"
"700","GR558xx",1996-01-05,"Female","2 - 8 yr.",2003-07-18,NA,2007-04-12,NA,2007-04-18,NA,NA,NA,NA,NA,"38420","invalid",NA,NA,NA
"701","GR300xx",2001-11-05,"Female","2 - 8 yr.",2009-06-01,2006-10-04,NA,2006-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","GR312xy",2000-07-16,"Male","2 - 8 yr.",2008-02-20,2008-02-20,2008-02-20,2008-02-20,2008-02-22,"39802",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","GR301xx",1992-12-03,"Female","2 - 8 yr.",2000-07-20,2000-06-19,2000-07-20,2000-07-20,2002-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","GR302xx",1996-09-01,"Female","2 - 8 yr.",2004-08-01,2002-03-20,NA,2002-05-22,NA,"37196",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","GR303xx",1997-04-01,"Female","2 - 8 yr.",2005-03-05,2005-02-01,NA,2005-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","GR304xx",1996-01-01,"Female","2 - 8 yr.",2004-02-01,NA,2004-12-06,NA,2005-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","GR305xx",2003-11-09,"Female","2 - 8 yr.",2012-04-02,2011-11-16,NA,2012-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","GR306xx",1996-02-19,"Female","2 - 8 yr.",2004-07-18,2004-03-01,NA,2004-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","GR560xx",1993-07-01,"Female","2 - 8 yr.",2001-12-02,NA,2002-12-02,NA,2002-12-10,NA,NA,NA,"invalid",NA,NA,NA,"37226",NA,NA
"710","GR313xy",1996-07-01,"Male","2 - 8 yr.",2004-12-07,2004-11-29,2004-12-07,2004-12-07,2004-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","GR314xy",1999-10-09,"Male","2 - 8 yr.",2008-03-28,2000-12-08,NA,2005-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","GR315xy",2003-06-28,"Male","2 - 8 yr.",2011-12-20,NA,2012-02-07,NA,2012-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","GR604xy",1997-07-01,"Male","2 - 8 yr.",2006-01-13,2006-01-12,2006-01-13,2006-01-13,2006-01-14,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA
"714","GR605xy",1996-07-01,"Male","2 - 8 yr.",2005-06-15,NA,2005-07-05,NA,2005-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","GR606xy",1994-07-01,"Male","9 + yr.",2003-07-01,NA,2005-07-07,NA,2006-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","GR561xx",1994-09-01,"Female","9 + yr.",2003-10-31,NA,2003-11-24,NA,2003-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37944"
"717","GR513xy",2000-07-01,"Male","9 + yr.",2009-09-15,2006-11-28,2009-09-15,2009-09-15,2010-08-09,NA,NA,NA,NA,"40052",NA,NA,NA,NA,NA
"718","GR562xx",1994-07-01,"Female","9 + yr.",2003-10-01,NA,2005-06-08,NA,2005-06-08,NA,NA,NA,NA,"invalid",NA,NA,NA,NA,NA
"719","GR563xx",1993-01-01,"Female","9 + yr.",2002-06-01,NA,2003-07-14,NA,2003-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"invalid"
"720","GR564xx",1997-07-01,"Female","9 + yr.",2006-12-15,2006-09-25,2006-12-15,2006-12-15,2006-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","GR607xy",1990-07-01,"Male","9 + yr.",2000-01-13,NA,2000-02-28,NA,2000-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","GR565xx",1994-10-31,"Female","9 + yr.",2004-06-30,NA,2004-07-07,NA,2004-07-14,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"723","GR608xy",2001-09-18,"Male","9 + yr.",2011-06-01,NA,2011-12-06,NA,2011-12-06,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"724","GR566xx",1992-12-10,"Female","9 + yr.",2002-09-19,2002-09-03,2002-09-19,2002-09-19,2003-12-10,NA,NA,NA,"37693",NA,NA,NA,NA,NA,"invalid"
"725","GR609xy",1999-01-19,"Male","9 + yr.",2008-11-20,2008-10-29,2008-11-20,2008-11-20,2009-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","GR611xy",1992-07-01,"Male","9 + yr.",2002-06-01,NA,2003-01-30,NA,2003-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","GR567xx",1990-07-01,"Female","9 + yr.",2000-06-27,2000-06-26,2000-06-27,2000-06-27,2000-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","GR612xy",1994-07-01,"Male","9 + yr.",2004-07-16,2004-07-12,2004-07-16,2004-07-16,2004-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","GR613xy",1990-02-19,"Male","9 + yr.",2000-06-26,2000-04-24,2000-06-26,2000-06-26,2000-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","GR614xy",1992-07-01,"Male","9 + yr.",2003-03-14,2003-02-25,2003-03-14,2003-03-14,2004-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","GR568xx",1997-05-22,"Female","9 + yr.",2008-03-12,2007-12-12,2008-03-12,2008-03-12,2009-02-10,NA,NA,NA,NA,"39609",NA,NA,NA,NA,"38787"
"732","GR569xx",1991-07-01,"Female","9 + yr.",2002-05-15,2002-05-02,2002-05-15,2002-05-15,2002-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","GR615xy",1991-10-21,"Male","9 + yr.",2002-11-05,NA,2003-04-21,NA,2003-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","GR484xy",1991-07-01,"Male","9 + yr.",2002-08-06,2000-05-09,2002-08-06,2002-08-06,2003-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","GR570xx",1992-07-01,"Female","9 + yr.",2003-09-24,NA,2003-11-24,NA,2003-11-24,NA,NA,NA,NA,"37895",NA,NA,NA,NA,NA
"736","GR571xx",1992-07-01,"Female","9 + yr.",2003-10-21,2003-10-16,2003-10-21,2003-10-21,2003-11-05,NA,NA,NA,NA,NA,NA,NA,"37865",NA,"invalid"
"737","GR572xx",1992-07-01,"Female","9 + yr.",2003-10-21,2003-10-16,2003-10-21,2003-10-21,2003-11-05,NA,NA,NA,NA,NA,NA,NA,"37865",NA,NA
"738","GR617xy",1999-12-07,"Male","9 + yr.",2011-04-21,2011-04-14,2011-04-21,2011-04-21,2011-04-26,NA,NA,NA,"invalid",NA,NA,"40616",NA,NA,NA
"739","GR618xy",1999-04-19,"Male","9 + yr.",2011-01-03,2009-10-07,NA,2010-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","GR307xx",1991-11-17,"Female","intact",NA,2000-09-10,NA,2000-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","GR308xx",1992-09-15,"Female","intact",NA,2001-01-18,NA,2001-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","GR309xx",1993-04-05,"Female","intact",NA,2001-06-05,NA,2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","GR310xx",1993-04-26,"Female","intact",NA,2000-02-09,NA,2002-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","GR311xx",1993-11-01,"Female","intact",NA,2000-07-06,NA,2000-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","GR312xx",1993-11-25,"Female","intact",NA,2000-02-24,NA,2000-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","GR313xx",1994-01-28,"Female","intact",NA,2000-08-24,NA,2000-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","GR314xx",1994-06-01,"Female","intact",NA,2002-06-21,NA,2002-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","GR315xx",1994-08-12,"Female","intact",NA,2000-11-13,NA,2000-11-13,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","GR316xx",1994-09-01,"Female","intact",NA,2001-01-11,NA,2001-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","GR316xy",1991-07-07,"Male","intact",NA,2000-04-17,NA,2000-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","GR317xx",1994-10-01,"Female","intact",NA,2003-01-06,NA,2003-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","GR317xy",1991-11-08,"Male","intact",NA,2000-06-12,NA,2000-06-12,NA,NA,NA,NA,NA,"36636",NA,NA,NA,NA,NA
"753","GR318xx",1994-12-01,"Female","intact",NA,2003-04-14,NA,2003-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","GR318xy",1992-06-15,"Male","intact",NA,2000-12-13,NA,2000-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","GR319xx",1995-04-14,"Female","intact",NA,2002-07-09,NA,2004-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","GR319xy",1992-07-12,"Male","intact",NA,2000-06-12,NA,2003-09-30,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","GR320xx",1995-08-12,"Female","intact",NA,2000-03-30,NA,2000-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","GR320xy",1992-09-04,"Male","intact",NA,2001-02-20,NA,2001-02-20,NA,NA,NA,NA,NA,NA,NA,"36925",NA,NA,NA
"759","GR321xx",1995-11-06,"Female","intact",NA,2000-10-05,NA,2000-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","GR321xy",1992-10-28,"Male","intact",NA,2000-07-05,NA,2001-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","GR322xx",1995-11-06,"Female","intact",NA,2000-12-21,NA,2000-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","GR322xy",1993-01-01,"Male","intact",NA,2001-09-04,NA,2001-09-04,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA
"763","GR323xx",1995-11-13,"Female","intact",NA,2000-08-03,NA,2002-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","GR323xy",1993-02-01,"Male","intact",NA,2001-11-13,NA,2002-01-31,NA,"invalid","invalid",NA,NA,NA,NA,NA,NA,NA,NA
"765","GR324xx",1996-01-21,"Female","intact",NA,2000-09-05,NA,2000-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","GR324xy",1993-05-01,"Male","intact",NA,2000-08-16,NA,2000-08-16,NA,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"767","GR325xx",1996-08-19,"Female","intact",NA,2000-01-06,NA,2000-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","GR325xy",1993-07-01,"Male","intact",NA,2001-03-21,NA,2001-03-21,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA,NA
"769","GR326xx",1996-09-20,"Female","intact",NA,2001-02-23,NA,2007-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","GR326xy",1993-09-01,"Male","intact",NA,2001-07-12,NA,2001-09-17,NA,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"771","GR327xx",1996-10-30,"Female","intact",NA,2001-01-04,NA,2001-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","GR327xy",1993-09-12,"Male","intact",NA,2001-11-01,NA,2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","GR328xx",1996-11-01,"Female","intact",NA,2000-05-18,NA,2000-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","GR328xy",1994-05-06,"Male","intact",NA,2000-12-07,NA,2000-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","GR329xx",1996-12-09,"Female","intact",NA,2000-08-29,NA,2000-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","GR329xy",1994-05-30,"Male","intact",NA,2000-01-05,NA,2004-01-21,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"777","GR330xx",1997-02-01,"Female","intact",NA,2000-12-31,NA,2000-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","GR330xy",1994-06-03,"Male","intact",NA,2002-02-28,NA,2002-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","GR331xx",1997-02-06,"Female","intact",NA,2001-01-25,NA,2003-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","GR331xy",1994-08-04,"Male","intact",NA,2002-08-27,NA,2002-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","GR332xx",1997-03-05,"Female","intact",NA,2002-02-04,NA,2002-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","GR332xy",1994-10-22,"Male","intact",NA,2000-06-19,NA,2000-10-04,NA,"invalid","invalid",NA,NA,NA,NA,NA,NA,NA,NA
"783","GR333xx",1997-03-31,"Female","intact",NA,2000-01-27,NA,2000-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","GR333xy",1994-12-11,"Male","intact",NA,2000-02-03,NA,2000-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","GR334xx",1997-08-15,"Female","intact",NA,2000-12-07,NA,2000-12-28,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","GR334xy",1995-05-01,"Male","intact",NA,2001-08-28,NA,2002-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","GR335xx",1997-11-01,"Female","intact",NA,2001-01-26,NA,2001-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","GR335xy",1995-05-05,"Male","intact",NA,2001-09-18,NA,2001-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","GR336xx",1998-01-15,"Female","intact",NA,2000-07-20,NA,2000-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","GR336xy",1995-05-12,"Male","intact",NA,2000-05-15,NA,2000-11-09,NA,"36661",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","GR337xx",1998-05-15,"Female","intact",NA,2000-05-18,NA,2000-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","GR337xy",1995-07-01,"Male","intact",NA,2000-08-23,NA,2000-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","GR338xx",1998-05-25,"Female","intact",NA,2000-08-17,NA,2000-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","GR338xy",1995-10-01,"Male","intact",NA,2001-06-05,NA,2003-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","GR339xx",1998-07-27,"Female","intact",NA,2002-03-21,NA,2002-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","GR339xy",1995-10-15,"Male","intact",NA,2002-04-22,NA,2002-04-22,NA,"37003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","GR340xx",1998-11-01,"Female","intact",NA,2001-03-28,NA,2001-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","GR340xy",1995-10-28,"Male","intact",NA,2000-08-01,NA,2000-09-10,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","GR341xx",1998-12-28,"Female","intact",NA,2001-10-31,NA,2001-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","GR341xy",1996-01-01,"Male","intact",NA,2002-08-15,NA,2002-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","GR342xx",1999-03-07,"Female","intact",NA,2001-01-04,NA,2001-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
